"Subj","#","Title","CRN","Sec","Type","Start Time","End Time","Days","Credits","Building","Room","Instructor","Max Enrollment","Current Enrollment","Attr","Prerequisites"
"AERO","302","AFROTC Physical Training","12584","01","LEC","06:00","07:00","TF","0","ZAIS","101","Fohl, Thomas; Marshall, Tyler Anthony; Silko, Jeremy; Theerathampitak, Panida; Watson, Natalie","75","0","",""
"AERO","302","AFROTC Physical Training","12585","02","LEC","Hours Arranged","TBA","TBA","0","TBA","","Theerathampitak, Panida; Marshall, Tyler Anthony; Santoro, Frank W.","40","0","",""
"AERO","415","Heritage and Values of the United States Air Force I","10342","01","LEC","16:10","17:00","W","2","ZAIS","101","Marshall, Tyler Anthony; Fohl, Thomas; Silko, Jeremy; Watson, Natalie","40","0","",""
"AERO","415","Heritage and Values of the United States Air Force I","10343","02","LEC","Hours Arranged","TBA","TBA","2","TBA","","Marshall, Tyler Anthony; Santoro, Frank W.; Theerathampitak, Panida; Watson, Natalie","45","0","",""
"AERO","541","Team and Leadership Fundamentals I","10348","01","LEC","15:10","16:00","W","2","ZAIS","101","Theerathampitak, Panida; Fohl, Thomas; Marshall, Tyler Anthony; Silko, Jeremy; Watson, Natalie","40","0","",""
"AERO","541","Team and Leadership Fundamentals I","10364","02","LEC","Hours Arranged","TBA","TBA","2","TBA","","Theerathampitak, Panida; Marshall, Tyler Anthony; Santoro, Frank W.; Watson, Natalie","18","0","",""
"AERO","671","Leading People and Effective Communication I","10271","01","LEC","12:40","14:00","TR","4","ZAIS","101","Fohl, Thomas; Marshall, Tyler Anthony; Silko, Jeremy; Theerathampitak, Panida; Watson, Natalie","30","0","",""
"AERO","671","Leading People and Effective Communication I","10988","02","LEC","Hours Arranged","TBA","TBA","4","TBA","","Theerathampitak, Panida; Marshall, Tyler Anthony; Santoro, Frank W.; Watson, Natalie","30","0","",""
"AERO","681","National Security Affairs/Preparation for Active Duty I","10279","01","LEC","14:10","15:30","TR","4","ZAIS","101","Silko, Jeremy; Fohl, Thomas; Theerathampitak, Panida; Watson, Natalie","35","0","",""
"AERO","681","National Security Affairs/Preparation for Active Duty I","11214","02","LEC","Hours Arranged","TBA","TBA","4","TBA","","Silko, Jeremy; Fohl, Thomas; Theerathampitak, Panida","30","0","",""
"AERO","796","AFROTC Internship","13678","01","PRA","Hours Arranged","TBA","TBA","1","TBA","","Silko, Jeremy; Fohl, Thomas; Marshall, Tyler Anthony; Theerathampitak, Panida","3","0","","AERO 415 and AERO 416 and AERO 541 and AERO 542 and AERO 671 and AERO 672"
"AGFS","405","Sustainable Agriculture and Food Production","14400","01","LEC","11:10","12:30","TR","4","CHASE","105","Sideman, Rebecca C","80","0","ETS",""
"AGFS","410","A Taste of the Tropics","14401","01","LEC","11:10","12:00","MWF","4","MCC","240","Rahman, Md Sazan","60","0","WC",""
"AGFS","415","The Science of Fermentation: A Culinary Journey from Bread to Beer","15830","01","LEC","14:10","15:00","MWF","4","NHH","208","Parker, Cheryl M","100","0","BS",""
"AGFS","602","Emphasis Development and Professional Pathways in Sustainable Agriculture and Food Systems","15734","01","LEC","16:10","17:00","W","1","KEND","231","Hale, Iago L","20","0","",""
"AGFS","632","Urban Agriculture","15733","01","LEC","14:10","15:00","MWF","4","GH","136","Rahman, Md Sazan","20","0","",""
"AGFS","680","Food Production Field Experience II","14404","01","LEC","14:10","16:00","TR","4","DNRC","107","Soucy, Susan","20","0","",""
"AGFS","690","Agricultural and Food Policy","14405","01","LEC","09:40","11:00","TR","4","KEND","325","Johnecheck, Wendy Anne","25","0","",""
"AGFS","733W","Advanced Topics in Agriculture and Food Systems","15732","01","LEC","11:10","12:30","TR","4","KEND","205","Hale, Iago L","20","0","WRIT",""
"AGFS","795","Investigations","14406","01","INV","Hours Arranged","TBA","TBA","1","TBA","","TBA","5","0","",""
"AGFS","799H","Honors Senior Thesis","14407","01","INV","Hours Arranged","TBA","TBA","1","TBA","","TBA","20","0","HONR",""
"ANFS","895","Special Topics","12657","01","LEC","Hours Arranged","TBA","TBA","1","TBA","","TBA","5","0","",""
"ANFS","899","Master's Thesis","12893","01","THE","Hours Arranged","TBA","TBA","1","TBA","","TBA","5","0","",""
"ANFS","901","Introduction to Agriculture, Nutrition, and Food Systems Graduate Studies","12063","01","LEC","14:10","15:30","M","1","JAMS","G46","Brito, Andre Fonseca","25","0","",""
"ANFS","997","Agriculture, Nutrition, and Food Systems Seminar","11817","01","SEM","12:40","14:00","R","1","KEND","325","Brito, Andre Fonseca","30","0","",""
"ANFS","999","Doctoral Dissertation Research","13740","01","THE","Hours Arranged","TBA","TBA","0","TBA","","TBA","5","0","",""
"ANSC","401","Animals and Society","15797","01","LEC","09:10","10:00","MWF","0","JAMS","G46","Rigg, Sarah Hamilton","23","0","DLAB, BS",""
"ANSC","401","Animals and Society","15798","02","LEC","09:10","10:00","MWF","0","JAMS","G46","Rigg, Sarah Hamilton","23","0","DLAB, BS",""
"ANSC","402","Horsemanship Lab","10103","L01","LAB","11:10","12:30","MW","1","LAC","107","Rigg, Sarah Hamilton","6","0","",""
"ANSC","402","Horsemanship Lab","10101","L02","LAB","09:40","11:00","TR","1","LAC","107","Rigg, Sarah Hamilton","8","0","",""
"ANSC","402","Horsemanship Lab","10105","L03","LAB","14:10","15:30","MW","1","LAC","107","Burns, Jen Lee","8","0","",""
"ANSC","402","Horsemanship Lab","10106","L04","LAB","11:10","12:30","TR","1","LAC","107","Burns, Jen Lee","8","0","",""
"ANSC","421","Introduction to Animal Science","11192","01","LEC","10:10","12:00","T","4","SLS","125","Seely, Claira","22","0","",""
"ANSC","421","Introduction to Animal Science","12497","02","LEC","11:10","12:00","MWF","4","HORT","210","Seely, Claira","22","0","",""
"ANSC","421","Introduction to Animal Science","12778","03","LEC","11:10","12:00","MWF","4","HORT","210","Seely, Claira","22","0","",""
"ANSC","421","Introduction to Animal Science","12878","04","LEC","11:10","12:00","MWF","4","HORT","210","Seely, Claira","22","0","",""
"ANSC","425","Introduction to Dairy Herd Management","15792","01","LEC","11:10","12:30","TR","4","BART","B128","Allen, Sarah Caitlin","30","0","",""
"ANSC","427","Introduction to Equine Science","13292","01","LEC","11:10","12:00","MWF","4","BART","B134","Burns, Jen Lee","25","0","",""
"ANSC","500","Equine Assisted Services","14188","01","LEC","14:10","15:30","MW","4","BART","B134","Cicatelli, Madeline","30","0","",""
"ANSC","511","Animal Anatomy and Physiology I","10410","01","LEC","09:40","11:00","TR","0","HS","205","Brock, Liz H.","114","0","","( BIOL 411 or BIOL 411H or BIOL 413 ) and ( BIOL 412 or BIOL 412H or BIOL 414 )"
"ANSC","511","Animal Anatomy and Physiology I","10421","L01","LAB","14:10","16:00","R","0","SLS","125","Brock, Liz H.","20","0","","( BIOL 411 or BIOL 411H or BIOL 413 ) and ( BIOL 412 or BIOL 412H or BIOL 414 )"
"ANSC","511","Animal Anatomy and Physiology I","10422","L02","LAB","16:10","18:00","R","0","SLS","125","Brock, Liz H.","20","0","","( BIOL 411 or BIOL 411H or BIOL 413 ) and ( BIOL 412 or BIOL 412H or BIOL 414 )"
"ANSC","511","Animal Anatomy and Physiology I","10423","L03","LAB","18:10","20:00","R","0","SLS","125","Brock, Liz H.","20","0","","( BIOL 411 or BIOL 411H or BIOL 413 ) and ( BIOL 412 or BIOL 412H or BIOL 414 )"
"ANSC","511","Animal Anatomy and Physiology I","10424","L04","LAB","08:10","10:00","F","0","SLS","125","Brock, Liz H.","20","0","","( BIOL 411 or BIOL 411H or BIOL 413 ) and ( BIOL 412 or BIOL 412H or BIOL 414 )"
"ANSC","511","Animal Anatomy and Physiology I","10425","L05","LAB","13:10","15:00","W","0","SLS","125","Brock, Liz H.","20","0","","( BIOL 411 or BIOL 411H or BIOL 413 ) and ( BIOL 412 or BIOL 412H or BIOL 414 )"
"ANSC","511","Animal Anatomy and Physiology I","15793","L06","LAB","15:10","17:00","W","0","SLS","125","Brock, Liz H.","20","0","","( BIOL 411 or BIOL 411H or BIOL 413 ) and ( BIOL 412 or BIOL 412H or BIOL 414 )"
"ANSC","515","Explorations in Veterinary Medicine","13286","01","LEC","15:10","17:00","M","2","KEND","205","Grunkemeyer, Vanessa Louise","20","0","",""
"ANSC","522","Ethical Horsemanship - Considerations and Theory","12133","01","LEC","08:10","09:00","TR","3","COLE","C141","Rigg, Sarah Hamilton","30","0","WRIT",""
"ANSC","538","Equine Handling/Longeing","13209","01","LEC","14:10","16:00","T","1","LAC","107","Burns, Jen Lee","8","0","",""
"ANSC","538","Equine Handling/Longeing","13210","02","LEC","14:10","16:00","T","1","LAC","107","Burns, Jen Lee","8","0","",""
"ANSC","600","Field Experience","10370","01","INV","Hours Arranged","TBA","TBA","1","TBA","","TBA","10","0","",""
"ANSC","605","Poultry Production and Health Management","11936","01","LEC","14:10","15:00","MW","4","KEND","325","Grunkemeyer, Vanessa Louise","19","0","",""
"ANSC","612","Genetics of Animals","10648","01","LEC","08:10","09:30","TR","0","MCC","240","Anderson, Janet","100","0","","BIOL 411 with minimum grade of C- or BIOL 411H with minimum grade of C- or BIOL 413 with minimum grade of C-"
"ANSC","612","Genetics of Animals","13203","R02","DIS","12:10","13:00","M","0","JAMS","G46","Anderson, Janet","25","0","","BIOL 411 with minimum grade of C- or BIOL 411H with minimum grade of C- or BIOL 413 with minimum grade of C-"
"ANSC","612","Genetics of Animals","13204","R03","DIS","15:10","16:00","M","0","MURK","102","Anderson, Janet","25","0","","BIOL 411 with minimum grade of C- or BIOL 411H with minimum grade of C- or BIOL 413 with minimum grade of C-"
"ANSC","612","Genetics of Animals","13205","R04","DIS","12:10","13:00","W","0","HS","126","Anderson, Janet","25","0","","BIOL 411 with minimum grade of C- or BIOL 411H with minimum grade of C- or BIOL 413 with minimum grade of C-"
"ANSC","612","Genetics of Animals","13206","R05","DIS","15:10","16:00","W","0","MURK","102","Anderson, Janet","25","0","","BIOL 411 with minimum grade of C- or BIOL 411H with minimum grade of C- or BIOL 413 with minimum grade of C-"
"ANSC","622","Further Explorations in Horsemanship Theory","12135","01","LEC","Hours Arranged","TBA","TBA","2","TBA","","Rigg, Sarah Hamilton","30","0","","ANSC 522 or ANSC 405"
"ANSC","625","Animal Diseases","11551","01","LEC","12:10","13:00","W","4","KEND","205","Grunkemeyer, Vanessa Louise","30","0","","ANSC 511 and ANSC 512"
"ANSC","625","Animal Diseases","14410","02","LEC","14:10","15:30","TR","4","HORT","207","Grunkemeyer, Vanessa Louise","30","0","","ANSC 511 and ANSC 512"
"ANSC","640","Principles of Riding Instruction","15388","01","LEC","11:10","12:30","TR","4","COLE","C142","Rigg, Sarah Hamilton","25","0","WRIT","ANSC 522 or ANSC 405"
"ANSC","650","Dairy Industry Travel Course","12581","01","LEC","Hours Arranged","TBA","TBA","1","TBA","","Erickson, Peter S","15","0","",""
"ANSC","665","Agricultural & Equine Event Design, Planning and Management","13216","01","LEC","16:10","18:30","W","2","COLE","C141","Burns, Jen Lee","10","0","",""
"ANSC","695","Supervised Teaching Experience","10107","01","PRA","Hours Arranged","TBA","TBA","1","TBA","","TBA","25","0","",""
"ANSC","698","Cooperative for Real Education in Agricultural Management (CREAM)","10382","01","LEC","18:10","20:00","T","4","DNRC","107","Seely, Claira; Brock, Liz H.","26","0","",""
"ANSC","701","Physiology of Reproduction","15389","01","LEC","12:10","13:00","M","4","SLS","125","Brock, Liz H.","24","0","",""
"ANSC","704","Advanced Equine Physiology and Lameness","15795","01","LEC","09:40","11:00","TR","4","BART","B128","Morgan-Paugh, Erin","25","0","","( ANSC 511 and ANSC 512 ) or ( BMS 507 and BMS 508 )"
"ANSC","715","Physiology of Lactation","10262","01","LEC","10:10","11:00","MWF","4","BART","B134","Erickson, Peter S","25","0","","ANSC 511"
"ANSC","727","Advanced Dairy Management I","10383","01","LEC","14:10","16:00","TR","4","BART","B134","Erickson, Peter S; Seely, Claira","7","0","",""
"ANSC","795","Investigations","10563","01","INV","Hours Arranged","TBA","TBA","1","TBA","","TBA","0","0","",""
"ANSC","795W","Investigations","10615","01","INV","Hours Arranged","TBA","TBA","1","TBA","","TBA","5","0","WRIT",""
"ANSC","799","Honors Senior Thesis","10291","01","THE","Hours Arranged","TBA","TBA","1","TBA","","TBA","5","0","WRIT, HONR",""
"ANSC","815","Physiology of Lactation","11301","01","LEC","10:10","11:00","MWF","4","BART","B134","Erickson, Peter S","5","0","",""
"ANSC","827","Advanced Dairy Management I","11302","01","LEC","14:10","16:00","TR","4","BART","B134","Erickson, Peter S; Seely, Claira","2","0","",""
"ANSC","895","Investigations","12660","01","THE","Hours Arranged","TBA","TBA","1","TBA","","TBA","1","0","",""
"ANSC","899","Master's Thesis","12894","01","THE","Hours Arranged","TBA","TBA","1","TBA","","TBA","5","0","",""
"ANSC","999","Doctoral Research","12895","01","RES","Hours Arranged","TBA","TBA","0","TBA","","TBA","5","0","",""
"ANTH","411","Global Perspectives on the Human Condition: An Introduction to Anthropology","15446","04","LEC","09:10","10:00","MWF","4","MCC","240","Withers, Sara A","150","0","WC",""
"ANTH","411","Global Perspectives on the Human Condition: An Introduction to Anthropology","15447","05","LEC","09:40","11:00","TR","4","DEM","112","Schubert, Ashley","150","0","WC",""
"ANTH","411","Global Perspectives on the Human Condition: An Introduction to Anthropology","15448","06","LEC","11:10","12:30","TR","4","DEM","112","Schubert, Ashley","150","0","WC",""
"ANTH","411W","Global Perspectives on the Human Condition: An Introduction to Anthropology","11915","M1","LEC","13:10","16:00","R","4","PANDRA","380","Springs, Kurt D","30","0","WRIT, WC",""
"ANTH","412","Broken Pots and Buried Cities: Introduction to World Archaeology","12958","01","LEC","11:10","12:30","MW","4","HS","140","Harrison-Buck, Eleanor","75","0","SS",""
"ANTH","415","The Human Story: Evolution, Fossils and DNA","11532","01","LEC","14:10","15:30","MW","4","PARS","N104","Biggs, Jack A","80","0","BS",""
"ANTH","440A","Medicine and Culture: Science, Technology and the Body","15449","01","LEC","10:10","11:00","MWF","4","HS","108","Withers, Sara A","35","0","ETS",""
"ANTH","500","Peoples and Cultures of the World","15454","C01","LEC","09:40","11:00","TR","4","HS","202","Peshkova, Svetlana A.","35","0","WC",""
"ANTH","501","World Archaeological Cultures","13921","A01","LEC","11:10","12:30","MW","4","HS","202","Schubert, Ashley","35","0","WC",""
"ANTH","501","World Archaeological Cultures","15713","B01","LEC","14:10","15:30","MW","4","HORT","215","Harrison-Buck, Eleanor","35","0","WC",""
"ANTH","513","Ethnographic Methods","11299","01","LEC","11:10","12:30","TR","4","HS","103","Peshkova, Svetlana A.","20","0","INQ",""
"ANTH","525","Anthropology of the Body: Fat, Fitness and Form","15450","01","LEC","11:10","12:30","TR","4","HS","201","Golomski, Casey","35","0","SS",""
"ANTH","530","Multispecies Planet: Animals, Plants, and Landscapes Across Cultures","14499","01","LEC","12:40","14:00","MW","4","HS","202","Sheriff, Robin","35","0","ETS",""
"ANTH","550","Introduction to Forensic Anthropology","11670","01","LEC","08:10","09:30","TR","4","HS","201","Michael, Amy R","35","0","BS",""
"ANTH","611","History of Anthropological Theory","11011","01","LEC","15:40","17:00","MW","4","HS","202","Sheriff, Robin","20","0","",""
"ANTH","612","Applied Anthropology","15452","01","SEM","14:10","15:30","MW","4","HS","G21","Withers, Sara A","35","0","",""
"ANTH","660","Human Osteology","14500","01","LEC","12:40","14:00","MW","4","HUDD","118","Biggs, Jack A","20","0","",""
"ANTH","665W","Forensic Cold Case Investigation","14965","01","LEC","09:40","11:00","TR","4","HS","124","Michael, Amy R","20","0","WRIT","JUST 401 or ANTH 411 or ANTH 412 or ANTH 415 or ANTH 550"
"ANTH","699H","Honors Senior Thesis","13922","08","THE","Hours Arranged","TBA","TBA","4","TBA","","TBA","3","0","WRIT, HONR",""
"ANTH","700","Internship","13285","09","PRA","Hours Arranged","TBA","TBA","1","TBA","","TBA","3","0","",""
"ANTH","796","Reading and Research","13923","02","RES","Hours Arranged","TBA","TBA","1","TBA","","TBA","3","0","",""
"APST","405","Career Development and Planning","13362","01","LEC","Hours Arranged","TBA","TBA","2","ONLINE","","Oliveira Denis, Melissa","40","0","",""
"APST","405","Career Development and Planning","13363","02","LEC","Hours Arranged","TBA","TBA","2","ONLINE","","Oliveira Denis, Melissa","40","0","",""
