"Subj","#","Title","CRN","Sec","Type","Start Time","End Time","Days","Credits","Building","Room","Instructor","Max Enrollment","Current Enrollment","Attr","Prerequisites"
"ECE","900","Research and Development From Concept to Communication","13233","01","LEC","11:10","12:30","TR","4","KING","N334","Smith, Wayne J","20","0","",""
"ECE","910","Graduate Seminar","13282","01","LEC","Hours Arranged","TBA","TBA","1","ONLINE","","Yoon, Se Young","50","0","",""
"ECE","992","Advanced Topics","12539","01","SPT","Hours Arranged","TBA","TBA","1","ONLINE","","Kun, Andrew L","20","0","",""
"ECE","998","Independent Study","10520","01","INV","Hours Arranged","TBA","TBA","1","TBA","","TBA","20","0","",""
"ECE","999","Doctoral Research","12906","01","DD","Hours Arranged","TBA","TBA","0","TBA","","TBA","25","0","",""
"ECE","999","Doctoral Research","13190","02","DD","Hours Arranged","TBA","TBA","0","TBA","","TBA","10","0","",""
"ECE","999","Doctoral Research","13191","03","DD","Hours Arranged","TBA","TBA","0","TBA","","Chen, Diliang","10","0","",""
"ECE","999","Doctoral Research","13192","04","DD","Hours Arranged","TBA","TBA","0","TBA","","Kirsch, Nicholas","10","0","",""
"ECE","999","Doctoral Research","13193","05","DD","Hours Arranged","TBA","TBA","0","TBA","","Kun, Andrew L","10","0","",""
"ECE","999","Doctoral Research","13194","06","DD","Hours Arranged","TBA","TBA","0","TBA","","LaCourse, John R","10","0","",""
"ECE","999","Doctoral Research","13195","07","DD","Hours Arranged","TBA","TBA","0","TBA","","Mahmud, MD Shaad","10","0","",""
"ECE","999","Doctoral Research","13196","08","DD","Hours Arranged","TBA","TBA","0","TBA","","Messner, Richard A","10","0","",""
"ECE","999","Doctoral Research","13197","09","DD","Hours Arranged","TBA","TBA","0","TBA","","Song, Edward","10","0","",""
"ECE","999","Doctoral Research","13198","10","DD","Hours Arranged","TBA","TBA","0","TBA","","Sullivan, Dean Mitchell","10","0","",""
"ECE","999","Doctoral Research","13199","11","DD","Hours Arranged","TBA","TBA","0","TBA","","Yoon, Se Young","10","0","",""
"ECE","999","Doctoral Research","13200","12","DD","Hours Arranged","TBA","TBA","0","TBA","","Hasankhani, Arezoo","10","0","",""
"ECN","411W","Introduction to Macroeconomic Principles","12739","M1","LEC","13:10","16:00","W","4","PANDRA","341","Birch, Thomas D","25","0","WRIT, SS",""
"ECN","640","Business Law and Economics","15886","M1","LEC","18:10","21:00","M","4","PANDRA","302","Birch, Thomas D","25","0","WRIT","BUS 400 and ECN 412"
"ECO","470","Principles of Economics","13383","01","LEC","Hours Arranged","TBA","TBA","4","ONLINE","","Friedman, Mark Gregory","30","0","HBSS",""
"ECOG","401","Introduction to Ecogastronomy","11743","01","LEC","08:10","09:30","TR","0","HS","105","Smutko, Leah","45","0","ETS",""
"ECOG","701","EcoGastronomy Capstone","11471","01","CPP","10:10","12:00","F","2","PETT","G02","French-Wollen, Nicole Joyce","20","0","WRIT","ECOG 401 with minimum grade of C-"
"ECON","401","Principles of Economics (Macro)","12043","01","LEC","08:10","09:30","TR","0","PCBE","G85","Basante Pereira, Gonzalo E","40","0","SS",""
"ECON","401","Principles of Economics (Macro)","12246","02","LEC","08:10","09:30","TR","0","PCBE","G85","Basante Pereira, Gonzalo E","25","0","SS",""
"ECON","401","Principles of Economics (Macro)","10002","03","LEC","09:40","11:00","TR","0","PCBE","G85","Basante Pereira, Gonzalo E","45","0","SS",""
"ECON","401","Principles of Economics (Macro)","12247","04","LEC","09:40","11:00","TR","0","PCBE","G85","Basante Pereira, Gonzalo E","35","0","SS",""
"ECON","401","Principles of Economics (Macro)","10001","05","LEC","15:40","17:00","TR","0","PCBE","165","Wible, James R","40","0","SS",""
"ECON","401","Principles of Economics (Macro)","12248","06","LEC","15:40","17:00","TR","0","PCBE","165","Wible, James R","40","0","SS",""
"ECON","401","Principles of Economics (Macro)","11501","07","LEC","09:10","10:00","MWF","0","PCBE","G75","Vincenzi, Marco","40","0","SS",""
"ECON","401","Principles of Economics (Macro)","12582","08","LEC","09:10","10:00","MWF","0","PCBE","G75","Vincenzi, Marco","25","0","SS",""
"ECON","401","Principles of Economics (Macro)","11559","09","LEC","10:10","11:00","MWF","0","PCBE","G75","Vincenzi, Marco","85","0","SS",""
"ECON","401","Principles of Economics (Macro)","12249","10","LEC","10:10","11:00","MWF","0","PCBE","G75","Vincenzi, Marco","35","0","SS",""
"ECON","401","Principles of Economics (Macro)","10254","11","LEC","08:10","09:30","MW","0","HS","140","Goldberg, Michael D.","45","0","SS",""
"ECON","401","Principles of Economics (Macro)","12250","12","LEC","08:10","09:30","MW","0","HS","140","Goldberg, Michael D.","20","0","SS",""
"ECON","401","Principles of Economics (Macro)","15221","13","LEC","11:10","12:30","MW","0","PCBE","G85","Rubini, Loris","30","0","SS",""
"ECON","401","Principles of Economics (Macro)","15222","14","LEC","11:10","12:30","MW","0","PCBE","G85","Rubini, Loris","35","0","SS",""
"ECON","402","Principles of Economics (Micro)","10003","01","LEC","15:40","17:00","MW","4","PCBE","185","TBA","40","0","SS",""
"ECON","402","Principles of Economics (Micro)","10004","02","LEC","15:40","17:00","MW","4","PCBE","185","TBA","40","0","SS",""
"ECON","402","Principles of Economics (Micro)","10298","05","LEC","10:10","11:00","MWF","4","PCBE","165","TBA","65","0","SS",""
"ECON","402","Principles of Economics (Micro)","11755","06","LEC","10:10","11:00","MWF","4","PCBE","165","TBA","40","0","SS",""
"ECON","402","Principles of Economics (Micro)","12326","07","LEC","09:10","10:00","MWF","4","PCBE","G85","TBA","80","0","SS",""
"ECON","402","Principles of Economics (Micro)","12288","08","LEC","09:10","10:00","MWF","4","PCBE","G85","TBA","45","0","SS",""
"ECON","402","Principles of Economics (Micro)","12590","09","LEC","11:10","12:30","TR","4","PCBE","G75","Li, Qingran","60","0","SS",""
"ECON","402","Principles of Economics (Micro)","12591","10","LEC","11:10","12:30","TR","4","PCBE","G75","Li, Qingran","50","0","SS",""
"ECON","402","Principles of Economics (Micro)","12327","11","LEC","15:40","17:00","TR","4","PCBE","175","Li, Qingran","35","0","SS",""
"ECON","402","Principles of Economics (Micro)","12289","12","LEC","15:40","17:00","TR","4","PCBE","175","Li, Qingran","30","0","SS",""
"ECON","402","Principles of Economics (Micro)","11922","13","LEC","12:40","14:00","MW","4","PCBE","225","Saglam, Aziz Ibrahim","50","0","SS",""
"ECON","402","Principles of Economics (Micro)","15223","14","LEC","11:10","12:00","MWF","4","PCBE","175","TBA","35","0","SS",""
"ECON","402","Principles of Economics (Micro)","15224","15","LEC","11:10","12:00","MWF","4","PCBE","175","TBA","30","0","SS",""
"ECON","501","Business and Economic History","11106","01","LEC","09:10","10:00","MWF","4","PCBE","G59","Seal, Andrew R","35","0","INQ, HP",""
"ECON","501","Business and Economic History","13252","03","LEC","11:10","12:00","MWF","4","PCBE","G59","Seal, Andrew R","35","0","INQ, HP",""
"ECON","501","Business and Economic History","11110","H02","LEC","10:10","11:00","MWF","4","PCBE","G59","Seal, Andrew R","30","0","INQ, HP, HONR",""
"ECON","565","Predictive Modeling: Data Driven Economic Analysis","15225","01","LEC","08:10","09:30","TR","4","PCBE","225","Xue, Bingjin","40","0","","( ADMN 420 with minimum grade of C- or ADMN 510 with minimum grade of C- ) and ( ECON 402 with minimum grade of C- or ECON 402H with minimum grade of C- or EREC 411 with minimum grade of C- or NR 411 with minimum grade of C- )"
"ECON","605","Intermediate Microeconomic Analysis","10185","01","LEC","14:10","15:30","TR","4","PCBE","215","Saglam, Aziz Ibrahim","50","0","","ECON 402 with minimum grade of C- or ECON 402H with minimum grade of C- or EREC 411 with minimum grade of C- or NR 411 with minimum grade of C-"
"ECON","606","Intermediate Microeconomics with Calculus","13221","01","LEC","08:10","09:30","MW","4","PCBE","205","Saglam, Aziz Ibrahim","20","0","","( ECON 402 with minimum grade of C- or ECON 402H with minimum grade of C- or EREC 411 with minimum grade of C- or NR 411 with minimum grade of C- ) and ( MATH 424A or MATH 424B or MATH 425 )"
"ECON","611","Intermediate Macroeconomic Analysis","12139","03","LEC","11:10","12:30","MW","4","PCBE","225","Goldberg, Michael D.","50","0","","( ECON 401 with minimum grade of C- or ECON 401H with minimum grade of C- ) and ( ECON 402 with minimum grade of C- or ECON 402H with minimum grade of C- or EREC 411 with minimum grade of C- or NR 411 with minimum grade of C- )"
"ECON","626","Supervised Student Teaching","12311","01","LEC","Hours Arranged","TBA","TBA","2","TBA","","TBA","30","0","",""
"ECON","635","Money and Banking","11801","03","LEC","11:10","12:30","MW","4","HS","108","Horvath, Jaroslav","40","0","","( ECON 401 with minimum grade of C- or ECON 401H with minimum grade of C- ) and ( ECON 402 with minimum grade of C- or ECON 402H with minimum grade of C- or EREC 411 with minimum grade of C- or NR 411 with minimum grade of C- )"
"ECON","645","International Economics","10007","01","LEC","17:10","20:00","T","4","PCBE","G59","Germaschewski, Yin","40","0","","( ECON 401 with minimum grade of C- or ECON 401H with minimum grade of C- ) and ( ECON 402 with minimum grade of C- or ECON 402H with minimum grade of C- or EREC 411 with minimum grade of C- or NR 411 with minimum grade of C- )"
"ECON","652","Economics of Artificial Intelligence","13053","01","LEC","14:10","15:30","MW","4","HS","105","Vincenzi, Marco","30","0","WRIT","ECON 401 with minimum grade of C- or ECON 401H with minimum grade of C- or ECON 402 with minimum grade of C- or ECON 402H with minimum grade of C- or EREC 411 with minimum grade of C- or NR 411 with minimum grade of C-"
"ECON","656","Labor Economics","14375","01","LEC","15:40","17:00","MW","4","PCBE","G25","Baughman, Reagan A","30","0","","( ECON 401 with minimum grade of C- or ECON 401H with minimum grade of C- ) and ( ECON 402 with minimum grade of C- or ECON 402H with minimum grade of C- or EREC 411 with minimum grade of C- or NR 411 with minimum grade of C- ) and ( ECON 605 with minimum grade of C- or ECON 606 with minimum grade of C- )"
"ECON","676","Economics of Sports","13981","01","LEC","11:10","12:30","TR","4","KEND","106","Wible, James R","20","0","WRIT","ECON 402 with minimum grade of C- or ECON 402H with minimum grade of C- or EREC 411 with minimum grade of C- or NR 411 with minimum grade of C-"
"ECON","726","Introduction to Econometrics","10572","01","LEC","14:10","15:30","MW","0","HS","202","Ozabaci, Deniz","30","0","","( ADMN 420 with minimum grade of C- or ADMN 510 with minimum grade of C- or MATH 539 with minimum grade of C- or BIOL 528 with minimum grade of C- or EREC 525 with minimum grade of C- or MATH 644 with minimum grade of C- )"
"ECON","726","Introduction to Econometrics","13222","L01","LAB","16:10","17:00","W","0","MURK","G02","Ozabaci, Deniz","30","0","","( ADMN 420 with minimum grade of C- or ADMN 510 with minimum grade of C- or MATH 539 with minimum grade of C- or BIOL 528 with minimum grade of C- or EREC 525 with minimum grade of C- or MATH 644 with minimum grade of C- )"
"ECON","774","Senior Economics Seminar","11908","01","LEC","14:10","15:30","TR","4","PCBE","G59","Vincenzi, Marco","30","0","WRIT","ECON 605 with minimum grade of C- and ECON 611 with minimum grade of C-"
"ECON","825","Mathematical Economics","12532","01","LEC","09:40","11:00","TR","0","PCBE","205","Saglam, Aziz Ibrahim","20","0","",""
"ECON","825","Mathematical Economics","13223","L01","LAB","08:10","09:30","TR","0","PCBE","205","Saglam, Aziz Ibrahim","20","0","",""
"ECON","898","Economic Problems (Special Topics)","15802","02","LEC","11:10","12:30","MW","3","PCBE","G93","Saglam, Aziz Ibrahim","20","0","",""
"ECON","926","Econometrics I","12185","01","LEC","11:10","12:30","MW","0","PCBE","205","Ozabaci, Deniz","20","0","","ECON 726 and ( MATH 424A or MATH 425 )"
"ECON","926","Econometrics I","13279","L01","LAB","12:40","14:00","MW","0","PCBE","205","Ozabaci, Deniz","20","0","","ECON 726 and ( MATH 424A or MATH 425 )"
"ECON","941","Empirical Analysis in Health Economics","15227","01","LEC","12:40","14:00","MW","4","HS","103","Baughman, Reagan A","20","0","","ECON 927 with minimum grade of B- and ECON 977 with minimum grade of B-"
"ECON","946","Open Economy Macroeconomics","15228","01","LEC","11:10","12:30","TR","4","PCBE","205","Germaschewski, Yin","20","0","","ECON 973 with minimum grade of B-"
"ECON","972","Macroeconomics I","12186","01","LEC","15:40","17:00","MW","0","PCBE","205","Horvath, Jaroslav","20","0","",""
"ECON","972","Macroeconomics I","12187","L01","LAB","14:10","15:30","MW","0","PCBE","205","Horvath, Jaroslav","20","0","",""
"ECON","976","Microeconomics I","12189","01","LEC","15:40","17:00","TR","0","PCBE","205","Mohr, Robert D","20","0","",""
"ECON","976","Microeconomics I","12190","L01","LAB","14:10","15:30","TR","0","PCBE","205","Mohr, Robert D","20","0","",""
"ECON","988","Graduate Economics Seminar","12188","01","SEM","14:10","15:30","F","0","PCBE","215","Ozabaci, Deniz","30","0","",""
"ECON","995","Independent Study","11813","04","INV","Hours Arranged","TBA","TBA","1","TBA","","TBA","1","0","",""
"ECON","996","Research Workshop","12404","01","INV","Hours Arranged","TBA","TBA","2","TBA","","Ozabaci, Deniz","20","0","",""
"ECON","999","Doctoral Research","12907","01","THE","Hours Arranged","TBA","TBA","0","TBA","","Baughman, Reagan A","20","0","",""
"EDC","501","Foundations of Early Childhood Education","15320","01","LEC","Hours Arranged","TBA","TBA","4","ONLINE","","Mulligan, Joanne Brooks","30","0","","PSY 470 or PSY 508G"
"EDC","502","Creative Arts in Early Childhood Education","13441","01","LEC","Hours Arranged","TBA","TBA","4","ONLINE","","Fragala, Nicole G","30","0","","PSY 470 or PSY 508G"
"EDC","503","Language and Literacy Development","13442","01","LEC","Hours Arranged","TBA","TBA","4","ONLINE","","Krol-Sinclair, Barbara Donahue","30","0","","PSY 470 or PSY 508G or PSY 525 or PSY 509G"
"EDC","504","Health, Safety & Nutrition in Early Childhood Settings","13443","01","LEC","Hours Arranged","TBA","TBA","4","ONLINE","","Mulligan, Joanne Brooks","30","0","",""
"EDC","505","Mathematics and Science in Early Childhood Education","13444","01","LEC","Hours Arranged","TBA","TBA","4","ONLINE","","McKenna, Beth Wellington","30","0","","PSY 470 or PSY 508G"
"EDC","601","Positive Behavior Guidance in Early Childhood Education","13448","01","LEC","Hours Arranged","TBA","TBA","4","ONLINE","","McDonnell, Tessa Hollingsworth","20","0","",""
"EDC","602","Learning and Early Childhood Environments","14652","03","LEC","Hours Arranged","TBA","TBA","4","ONLINE","","Miner, Sarah E","30","0","","PSY 470 or PSY 508G"
"EDC","606","Young Children with Exceptionalities in Early Childhood Settings","15869","01","LEC","Hours Arranged","TBA","TBA","4","ONLINE","","Dame, Susan Ruth","25","0","","PSY 470 or PSY 508G"
"EDC","700","Introduction to Clinical Experience","13470","01","LEC","Hours Arranged","TBA","TBA","1","ONLINE","","Kolling, Deborah G.","30","0","",""
"EDC","700","Introduction to Clinical Experience","13472","02","LEC","Hours Arranged","TBA","TBA","1","ONLINE","","Kolling, Deborah G.","30","0","",""
"EDC","701","Special Education Law","13450","01","LEC","Hours Arranged","TBA","TBA","4","ONLINE","","Dul, Hannah Merry","30","0","WRIT",""
"EDC","701","Special Education Law","13451","02","LEC","Hours Arranged","TBA","TBA","4","ONLINE","","Dul, Hannah Merry","30","0","WRIT",""
"EDC","702","Young Children with Exceptionalities, Birth to Age 8","15321","02","LEC","Hours Arranged","TBA","TBA","4","ONLINE","","Mulligan, Joanne Brooks","30","0","",""
"EDC","703","The Dynamic Role of the Special Educator","13452","01","LEC","Hours Arranged","TBA","TBA","4","ONLINE","","Wilson, Katherine Azzinaro","30","0","","EDC 700 or EDU 622G"
"EDC","705","Collaboration, Consultation and Teaming In Early Childhood & Early Childhood Special Education","13453","01","LEC","Hours Arranged","TBA","TBA","4","ONLINE","","Heath, Kristen A","30","0","","EDC 700 or EDU 622G"
"EDC","707","Behavior Interventions for Young Children in Early Childhood/Early Childhood Special Education","13826","02","PRA","Hours Arranged","TBA","TBA","4","ONLINE","","Mulligan, Joanne Brooks","30","0","WRIT","EDC 700 or EDU 622G"
"EDC","708","Science, Technology, Engineering & Mathematics in Early Childhood and Early Childhood Spec Education","13698","02","PRA","Hours Arranged","TBA","TBA","4","ONLINE","","Burgher, Shayna","10","0","WRIT","( MTH 402 or MATH 502G ) and ( EDC 700 or EDU 622G )"
"EDC","709","Teaching Language Arts and Literacy in Early Childhood and Early Childhood Special Education","14654","01","PRA","Hours Arranged","TBA","TBA","6","ONLINE","","Johnson, Jamie","30","0","","EDC 700 or EDU 622G"
"EDC","710","Curriculum, Assessment and Instruction in Early Childhood/Early Childhood SPED - Birth to Age 8","15322","01","PRA","Hours Arranged","TBA","TBA","4","ONLINE","","Burgher, Shayna","30","0","WRIT","EDC 700 or EDU 622G"
"EDC","712","Observation and Assessment in Early Childhood Education","13457","01","LEC","Hours Arranged","TBA","TBA","4","ONLINE","","Miner, Sarah E","30","0","WRIT","PSY 470 or PSY 508G"
"EDC","713","Family and Community Relations in Early Childhood Education","13458","01","LEC","Hours Arranged","TBA","TBA","4","ONLINE","","Miner, Sarah E","30","0","WRIT",""
"EDC","715","Enhancing Supervision through Mentoring","15870","01","LEC","Hours Arranged","TBA","TBA","4","ONLINE","","Miner, Sarah E","25","0","",""
"EDC","716","Students with Disabilities","15323","01","LEC","Hours Arranged","TBA","TBA","4","ONLINE","","Lombardi, Paula Barbara","30","0","",""
"EDC","716","Students with Disabilities","13460","02","LEC","Hours Arranged","TBA","TBA","4","ONLINE","","Lombardi, Paula Barbara","30","0","",""
"EDC","717","Positive Behavior Guidance and Student Engagement","13461","01","PRA","Hours Arranged","TBA","TBA","4","ONLINE","","Couture, Linda M","1","0","WRIT","EDC 700 or EDU 622G"
"EDC","718","Transition Planning & Developing IEPs","13462","01","LEC","Hours Arranged","TBA","TBA","2","ONLINE","","Eley, Allison","30","0","","EDC 700 or EDU 622G"
"EDC","719","Using Technology to Teach Social Studies","15324","01","PRA","Hours Arranged","TBA","TBA","4","ONLINE","","Cormier, Carrie E","30","0","","EDC 700 or EDU 622G"
"EDC","720","Instructional Methods, Strategies, and Technologies to Meet the Needs of All Students","13464","01","PRA","Hours Arranged","TBA","TBA","4","ONLINE","","Eley, Allison","30","0","","EDC 700 or EDU 622G"
"EDC","723","Teaching Language Arts and Literacy","13697","02","PRA","Hours Arranged","TBA","TBA","6","ONLINE","","Tate, Christine Lynn","30","0","","EDC 700 or EDU 622G"
"EDC","724","Elementary School Mathematics Methods","15325","01","PRA","Hours Arranged","TBA","TBA","4","ONLINE","","Toth-Laughland, Zsuzsanna","30","0","WRIT","EDC 700 or EDU 622G"
"EDC","724","Elementary School Mathematics Methods","13696","02","PRA","Hours Arranged","TBA","TBA","4","ONLINE","","Toth-Laughland, Zsuzsanna","10","0","WRIT","EDC 700 or EDU 622G"
"EDC","731","Aspects of Mathematics Learning","15326","01","PRA","Hours Arranged","TBA","TBA","4","ONLINE","","Toth-Laughland, Zsuzsanna","30","0","WRIT","EDC 700 or EDU 622G"
"EDC","732","Reading and Writing in the Mathematics Content Area","15327","01","PRA","Hours Arranged","TBA","TBA","4","ONLINE","","Toth-Laughland, Zsuzsanna","30","0","WRIT","EDC 700 or EDU 622G or EDC 731 or EDU 652G"
"EDC","797","Practicum: Professionalism in Early Childhood Education","13468","01","CPP","Hours Arranged","TBA","TBA","4","ONLINE","","Dame, Susan Ruth","30","0","WRIT","( CRIT 602 or CRIT 602G or CRIT 502G ) and ( IDIS 601 or IDIS 601G )"
"EDC","798","Culminating Teaching Experience and Seminar","14227","01","PRA","Hours Arranged","TBA","TBA","4","ONLINE","","TBA","30","0","WRIT",""
"EDC","800","Introduction to Clinical Experience","13469","01","LEC","Hours Arranged","TBA","TBA","1","ONLINE","","Kolling, Deborah G.","30","0","",""
"EDC","801","Special Education Law","13473","01","LEC","Hours Arranged","TBA","TBA","4","ONLINE","","Allen, Amy Lyn","30","0","",""
"EDC","802","Young Children with Exceptionalities, Birth to Age 8","15752","01","LEC","Hours Arranged","TBA","TBA","4","ONLINE","","TBA","30","0","",""
"EDC","803","The Dynamic Role of the Special Educator","13477","01","PRA","Hours Arranged","TBA","TBA","4","ONLINE","","Wilson, Katherine Azzinaro","30","0","","EDC 800 with minimum grade of B- or EDC 800 with minimum grade of B- or EDU 700G with minimum grade of B- or EDU 700G with minimum grade of B-"
"EDC","809","Teaching Language Arts and Literacy in Early Childhood and Early Childhood Special Education","14662","01","PRA","Hours Arranged","TBA","TBA","6","ONLINE","","Johnson, Jamie","30","0","","EDC 800 with minimum grade of B- or EDC 800 with minimum grade of B- or EDU 700G with minimum grade of B- or EDU 700G with minimum grade of B-"
"EDC","816","Students with Disabilities","13485","01","LEC","Hours Arranged","TBA","TBA","4","ONLINE","","Lombardi, Paula Barbara","30","0","",""
"EDC","817","Positive Behavior Guidance and Student Engagement","13486","01","CLN","Hours Arranged","TBA","TBA","4","ONLINE","","Couture, Linda M","30","0","","EDC 800 with minimum grade of B- or EDC 800 with minimum grade of B- or EDU 700G with minimum grade of B- or EDU 700G with minimum grade of B-"
"EDC","817","Positive Behavior Guidance and Student Engagement","15328","02","CLN","Hours Arranged","TBA","TBA","4","ONLINE","","Couture, Linda M","30","0","","EDC 800 with minimum grade of B- or EDC 800 with minimum grade of B- or EDU 700G with minimum grade of B- or EDU 700G with minimum grade of B-"
"EDC","818","Transition Planning and Developing IEPs","13487","01","LEC","Hours Arranged","TBA","TBA","2","ONLINE","","Eley, Allison","30","0","","EDC 800 with minimum grade of B- or EDC 800 with minimum grade of B- or EDU 700G with minimum grade of B- or EDU 700G with minimum grade of B-"
"EDC","819","Using Technology to Teach Social Studies","13841","01","PRA","Hours Arranged","TBA","TBA","4","ONLINE","","Cormier, Carrie E","30","0","","EDC 800 with minimum grade of B- or EDC 800 with minimum grade of B- or EDU 700G with minimum grade of B- or EDU 700G with minimum grade of B-"
"EDC","820","Instructional Methods, Strategies and Technologies to Meet the Needs of All Students","13842","01","PRA","Hours Arranged","TBA","TBA","4","ONLINE","","Eley, Allison","30","0","","EDC 800 with minimum grade of B- or EDC 800 with minimum grade of B- or EDU 700G with minimum grade of B- or EDU 700G with minimum grade of B-"
"EDC","821","Assessment of Students with Disabilities","13489","01","LEC","Hours Arranged","TBA","TBA","4","ONLINE","","Tate, Christine Lynn","30","0","","EDC 800 with minimum grade of B- or EDC 800 with minimum grade of B- or EDU 700G with minimum grade of B- or EDU 700G with minimum grade of B-"
"EDC","822","Strategies for Teaching Science","14664","01","PRA","Hours Arranged","TBA","TBA","4","ONLINE","","Colantuonio, Elizabeth","30","0","","EDC 800 with minimum grade of B- or EDC 800 with minimum grade of B- or EDU 700G with minimum grade of B- or EDU 700G with minimum grade of B-"
"EDC","823","Teaching Language Arts and Literacy","13490","01","PRA","Hours Arranged","TBA","TBA","6","ONLINE","","Tate, Christine Lynn","30","0","","EDC 800 with minimum grade of B- or EDC 800 with minimum grade of B- or EDU 700G with minimum grade of B- or EDU 700G with minimum grade of B-"
"EDC","824","Elementary School Mathematics Methods","15897","01","PRA","Hours Arranged","TBA","TBA","4","ONLINE","","TBA","25","0","","EDC 800 with minimum grade of B- or EDC 800 with minimum grade of B- or EDU 700G with minimum grade of B- or EDU 700G with minimum grade of B-"
"EDC","831","Aspects of Mathematics Learning","13845","01","PRA","Hours Arranged","TBA","TBA","4","ONLINE","","Toth-Laughland, Zsuzsanna","30","0","","EDC 800 with minimum grade of B- or EDC 800 with minimum grade of B- or EDU 700G with minimum grade of B- or EDU 700G with minimum grade of B-"
"EDC","832","Reading and Writing in the Mathematics Content Area","15329","01","PRA","Hours Arranged","TBA","TBA","4","ONLINE","","Toth-Laughland, Zsuzsanna","30","0","","( EDC 800 with minimum grade of B- or EDC 800 with minimum grade of B- or EDU 700G with minimum grade of B- or EDU 700G with minimum grade of B- ) and ( EDC 831 with minimum grade of B- or EDC 831 with minimum grade of B- or EDU 752G with minimum grade of B- or EDU 752G with minimum grade of B- )"
"EDC","833","Middle Level Mathematics Methods","14668","01","CLN","Hours Arranged","TBA","TBA","4","ONLINE","","Toth-Laughland, Zsuzsanna","30","0","","( EDC 800 with minimum grade of B- or EDC 800 with minimum grade of B- or EDU 700G with minimum grade of B- or EDU 700G with minimum grade of B- ) and ( EDC 832 with minimum grade of B- or EDC 832 with minimum grade of B- or EDU 753G with minimum grade of B- or EDU 753G with minimum grade of B- )"
"EDC","844","Teacher as Researcher","15875","01","SPT","Hours Arranged","TBA","TBA","2","ONLINE","","Bross, Holly","25","0","",""
"EDC","846","Life Sciences Across the Curriculum","13492","01","LEC","Hours Arranged","TBA","TBA","3","ONLINE","","Keller, Leanne","30","0","",""
"EDC","847","Introductory Clinical Experiences in the Life Sciences","15330","01","PRA","Hours Arranged","TBA","TBA","4","ONLINE","","Thanas, Linda","30","0","",""
"EDC","848","Structure and Function in Life Sciences","13850","01","LEC","Hours Arranged","TBA","TBA","3","ONLINE","","Keller, Leanne","30","0","",""
"EDC","851","Intermediate Clinical Experiences in Life Sciences","15331","01","LEC","Hours Arranged","TBA","TBA","4","ONLINE","","Thanas, Linda","30","0","",""
"EDC","854","Advanced Clinical Experiences in Life Sciences","15818","01","PRA","Hours Arranged","TBA","TBA","4","ONLINE","","TBA","30","0","",""
"EDC","855","Culminating Experience for Life Science","15755","01","PRA","Hours Arranged","TBA","TBA","2","ONLINE","","TBA","30","0","",""
"EDC","875","Foundations of Language and Literacy Development","13494","01","LEC","Hours Arranged","TBA","TBA","4","ONLINE","","Tate, Christine Lynn","30","0","","EDC 800 with minimum grade of B- or EDC 800 with minimum grade of B- or EDU 700G with minimum grade of B- or EDU 700G with minimum grade of B-"
"EDC","878","Developing Literate Students, K-12","14715","01","PRA","Hours Arranged","TBA","TBA","4","ONLINE","","LeMay, Kathleen A.","30","0","","EDC 800 with minimum grade of B- or EDC 800 with minimum grade of B- or EDU 700G with minimum grade of B- or EDU 700G with minimum grade of B-"
"EDC","879","Role of the Reading and Writing Specialist I - Practicum","13497","01","PRA","Hours Arranged","TBA","TBA","6","ONLINE","","Tate, Christine Lynn","30","0","","( EDC 800 with minimum grade of B- or EDU 700G with minimum grade of B- ) and ( EDC 875 with minimum grade of B- or EDU 730G with minimum grade of B- ) and ( EDC 876 with minimum grade of B- or EDU 712G with minimum grade of B- ) and ( EDC 877 with minimum grade of B- or EDU 713G with minimum grade of B- )"
"EDC","880","Role of the Reading and Writing Specialist II - Practicum","13861","02","PRA","Hours Arranged","TBA","TBA","6","ONLINE","","Tate, Christine Lynn","30","0","","( EDC 800 with minimum grade of B- or EDC 800 with minimum grade of B- or EDU 700G with minimum grade of B- or EDU 700G with minimum grade of B- ) and ( EDC 879 with minimum grade of B- or EDC 879 with minimum grade of B- or EDU 711G with minimum grade of B- or EDU 711G with minimum grade of B- )"
"EDC","885","Culminating Teaching Experience and Seminar","15332","01","PRA","Hours Arranged","TBA","TBA","4","ONLINE","","TBA","30","0","",""
"EDC","894","Capstone Project I: Leadership Essentials to Strategically Think, Plan, Implement & Evaluate","14972","01","LEC","Hours Arranged","TBA","TBA","3","ONLINE","","Johnson, Jamie","30","0","",""
"EDC","895","Leadership Essentials: Evaluation of Teaching and Learning","15333","01","LEC","Hours Arranged","TBA","TBA","3","ONLINE","","TBA","30","0","","EDC 892 with minimum grade of B- or EDC 894 with minimum grade of B-"
"EDC","896","Leadership Essentials to Develop and Support a Professional Culture","15334","01","LEC","Hours Arranged","TBA","TBA","3","ONLINE","","TBA","30","0","","EDC 892 with minimum grade of B- or EDC 894 with minimum grade of B-"
"EDC","897","Capstone Project II: Leadership Essentials to Strategically Think, Plan, Implement, & Evaluate","15335","01","CPP","Hours Arranged","TBA","TBA","3","ONLINE","","Johnson, Jamie","30","0","","EDC 892 with minimum grade of B- or EDC 894 with minimum grade of B-"
"EDUC","402","Introduction to Educational Studies: Social Change and Education in Local and Global Contexts","12472","01","LEC","16:10","18:30","T","4","MURK","102","Salvio, Paula M.","30","0","",""
